Measurement time:; 19/5/2024 14:18:56
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 200 x 200 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Crossline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
-101,5; 0,0; 18,3; 76,80; 271832,2; 74,35
-100,5; 0,0; 18,3; 79,10; 279969,5; 76,89
-99,4; 0,0; 18,3; 82,34; 291439,4; 79,56
-98,5; 0,0; 18,3; 84,99; 300791,6; 82,16
-97,5; 0,0; 18,3; 87,44; 309471,0; 84,72
-96,4; 0,0; 18,3; 89,69; 317424,5; 86,66
-95,4; 0,0; 18,3; 91,30; 323140,4; 87,89
-94,5; 0,0; 18,3; 92,56; 327611,3; 89,62
-93,4; 0,0; 18,3; 94,46; 334333,3; 91,05
-92,4; 0,0; 18,3; 93,93; 332445,4; 91,16
-91,4; 0,0; 18,3; 96,12; 340190,0; 93,03
-90,4; 0,0; 18,3; 96,67; 342162,7; 93,26
-89,4; 0,0; 18,3; 96,01; 339824,2; 93,06
-88,4; 0,0; 18,3; 97,91; 346537,6; 94,52
-87,4; 0,0; 18,3; 99,53; 352275,8; 96,00
-86,4; 0,0; 18,3; 97,19; 343977,6; 94,53
-85,4; 0,0; 18,3; 98,19; 347532,9; 95,08
-84,4; 0,0; 18,3; 99,29; 351422,9; 95,91
-83,4; 0,0; 18,3; 99,77; 353124,5; 96,21
-82,4; 0,0; 18,3; 99,77; 353108,9; 96,70
-81,4; 0,0; 18,3; 100,33; 355106,9; 96,95
