Measurement time:; 13/8/2024 16:21:48
Radiation device:; Synergy Accelerator
Energy:; 6 MeV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 60 x 60 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 76,2; 5,14; 16221,3; 4,83
0,0; 0,0; 75,2; 5,79; 18276,0; 5,44
0,0; 0,0; 74,2; 6,57; 20720,6; 6,14
0,0; 0,0; 73,2; 7,67; 24189,2; 7,15
0,0; 0,0; 72,2; 9,00; 28399,3; 8,37
0,0; 0,0; 71,2; 10,76; 33949,6; 9,97
0,0; 0,0; 70,1; 12,59; 39699,1; 11,64
0,0; 0,0; 69,1; 15,14; 47744,4; 13,95
0,0; 0,0; 68,1; 17,51; 55217,2; 16,08
0,0; 0,0; 67,1; 20,68; 65242,4; 18,97
0,0; 0,0; 66,1; 23,66; 74634,6; 21,63
0,0; 0,0; 65,1; 27,52; 86789,1; 25,09
0,0; 0,0; 64,1; 31,08; 98040,8; 28,26
0,0; 0,0; 63,1; 35,43; 111746,7; 32,13
0,0; 0,0; 62,1; 39,13; 123434,0; 35,43
0,0; 0,0; 61,1; 43,78; 138104,4; 39,48
0,0; 0,0; 60,1; 47,84; 150906,4; 43,10
0,0; 0,0; 59,1; 52,52; 165644,7; 47,11
0,0; 0,0; 58,1; 56,70; 178844,8; 50,76
0,0; 0,0; 57,1; 61,32; 193414,4; 54,76
0,0; 0,0; 56,1; 65,44; 206401,7; 58,32
0,0; 0,0; 55,1; 69,71; 219876,6; 62,01
0,0; 0,0; 54,1; 73,74; 232604,7; 65,42
0,0; 0,0; 53,1; 77,83; 245493,8; 68,86
0,0; 0,0; 52,1; 81,59; 257346,3; 72,02
0,0; 0,0; 51,1; 85,25; 268889,1; 75,04
0,0; 0,0; 50,1; 88,67; 279679,6; 77,92
0,0; 0,0; 49,1; 91,62; 288979,7; 80,27
0,0; 0,0; 48,1; 95,01; 299668,6; 83,04
0,0; 0,0; 47,1; 97,38; 307151,6; 85,04
0,0; 0,0; 46,1; 100,40; 316670,4; 87,34
0,0; 0,0; 45,1; 102,52; 323352,6; 89,07
0,0; 0,0; 44,1; 104,85; 330710,1; 90,89
0,0; 0,0; 43,0; 106,70; 336565,8; 92,34
0,0; 0,0; 42,1; 108,57; 342441,0; 93,78
0,0; 0,0; 41,0; 110,02; 347017,6; 94,75
0,0; 0,0; 40,0; 111,57; 351906,5; 95,95
0,0; 0,0; 39,0; 112,67; 355379,4; 96,70
0,0; 0,0; 38,0; 113,99; 359542,5; 97,65
