Measurement time:; 12/8/2024 14:20:21
Radiation device:; Platform Accelerator
Energy:; 6 MV 
Controller:; CCU
Measurement device:; Blue Phantom 2  (48*48*41)
Field detector:; CC 13 SN 14317
Reference detector:; CC 13 SN 14316
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0,0; 0,0; 94,7; 76,41; 238909,7; 72,02
0,0; 0,0; 93,7; 76,73; 239909,5; 72,47
0,0; 0,0; 92,7; 77,18; 241322,9; 72,81
0,0; 0,0; 91,7; 77,49; 242294,1; 73,20
0,0; 0,0; 90,7; 77,91; 243617,1; 73,55
0,0; 0,0; 89,7; 78,15; 244359,0; 73,70
0,0; 0,0; 88,7; 78,61; 245787,7; 74,17
0,0; 0,0; 87,7; 78,91; 246727,9; 74,53
0,0; 0,0; 86,7; 79,42; 248338,9; 74,85
0,0; 0,0; 85,7; 79,66; 249076,5; 75,20
0,0; 0,0; 84,7; 80,00; 250154,8; 75,56
0,0; 0,0; 83,7; 80,36; 251258,9; 75,75
0,0; 0,0; 82,7; 80,89; 252927,1; 76,30
0,0; 0,0; 81,7; 81,24; 254013,7; 76,61
0,0; 0,0; 80,7; 81,45; 254679,2; 76,87
